,Cost Center,Employee ID,Payroll Code,Hiring Period,FT-PT Status
86139,DHU,I241441,BTW,OCT,PT
86140,QCU,X617676,ADM,APR,PT
86141,NLG,F658984,BTW,SEP,PT
86142,LNX,I438079,BTW,JAN,PT
86143,BJZ,C516349,ATW,NOV,PT
86144,QCU,E496136,BTW,JAN,PT
86145,GDP,O351109,ATW,SEP,PT
86146,NLG,D489457,ATW,JAN,PT
86147,AHS,Y177322,ATW,JAN,FT
86148,ACJ,P394759,ATW,FEB,PT
86149,DOI,E630176,ATW,APR,FT
86150,OZG,P250774,ATW,AUG,PT
86151,ACJ,W304552,BTW,FEB,PT
86152,LNX,R815329,BTW,MAR,PT
86153,GDP,S122328,BTW,JUN,PT
86154,DOI,K224339,BTW,NOV,PT
86155,ACJ,Z756177,ATW,NOV,FT
86156,ACJ,T853165,ATW,OCT,FT
86157,AHS,K241851,BTW,MAY,PT
86158,AHS,D610635,ATW,MAR,PT
86159,ULO,N059008,ATW,JUL,PT
86160,CLD,T661524,BTW,AUG,PT
86161,CLD,K781740,BTW,NOV,PT
86162,ESO,L146254,BTW,JUL,PT
86163,AOO,S904437,BTW,FEB,PT
86164,QCU,I697159,ATW,OCT,PT
86165,AOO,H136797,ATW,MAY,PT
86166,DOI,R467911,BTW,JAN,PT
86167,DHU,C224075,BTW,MAY,PT
86168,YTE,Y113569,BTW,AUG,PT
86169,AOO,Q136219,ATW,SEP,FT
86170,DOI,C475157,BTW,FEB,PT
86171,ESO,R226075,ATW,FEB,FT
86172,OZG,C458162,ATW,APR,FT
86173,YTE,J997529,BTW,OCT,PT
86174,ACJ,S084149,ATW,MAY,PT
86175,ESO,J180111,ATW,SEP,PT
86176,ESO,P025043,ATW,JUN,PT
86177,AOO,S884087,ATW,JUL,FT
86178,CLD,E913852,BTW,DEC,FT
86179,CLD,I640292,ATW,APR,PT
86180,BJZ,C731704,BTW,AUG,PT
86181,LNX,F526433,ATW,DEC,PT
86182,NLG,W388523,BTW,JAN,FT
86183,DOI,V318851,ATW,AUG,PT
86184,LNX,E946203,BTW,JUL,FT
86185,NLG,D646618,ATW,DEC,FT
86186,NLG,M016904,ADM,MAR,PT
86187,QCU,P350866,BTW,JUN,FT
86188,ESO,G079790,BTW,APR,PT
86189,ACJ,P370340,BTW,JAN,PT
86190,NLG,A799866,BTW,JUN,FT
86191,DHU,R794274,ATW,JUL,PT
86192,GDP,G483922,ADM,DEC,FT
86193,ESO,T137782,ATW,OCT,PT
86194,AOO,X314351,ADM,MAR,FT
86195,BJZ,O132650,ATW,JAN,PT
86196,ACJ,G570786,ADM,MAY,PT
86197,ESO,R177870,BTW,NOV,FT
86198,BJZ,B649516,ADM,OCT,FT
86199,ACJ,X593835,BTW,SEP,PT
86200,QCU,F355775,ATW,SEP,FT
86201,AOO,B899396,ATW,DEC,PT
86202,QCU,X896394,ADM,OCT,FT
86203,BJZ,P996926,ADM,JAN,PT
86204,ESX,T696232,ATW,OCT,PT
86205,ESO,B076995,ADM,SEP,PT
86206,BJZ,Y246356,ATW,OCT,PT
86207,QCU,O559870,BTW,SEP,FT
86208,NLG,A685590,BTW,FEB,PT
86209,AHS,Z725335,BTW,DEC,FT
86210,LNX,L980159,ATW,FEB,FT
86211,OZG,Q604199,ATW,AUG,PT
86212,ESO,X248054,ATW,NOV,PT
86213,ESO,N028254,BTW,JAN,PT
86214,OZG,O746306,ATW,JUN,PT
86215,AOO,Z502889,BTW,JUL,FT
86216,DHU,G781980,BTW,DEC,FT
86217,AOO,H635274,ATW,AUG,PT
86218,ACJ,L849877,ADM,NOV,PT
86219,DHU,A481398,ADM,AUG,PT
86220,OZG,M017514,BTW,JAN,PT
86221,DHU,F291559,ATW,MAY,FT
86222,ESX,T109436,ATW,JUL,PT
86223,GDP,I538153,BTW,JAN,PT
86224,DOI,I489228,BTW,APR,PT
86225,CLD,X968032,ATW,APR,PT
86226,OZG,I646900,BTW,APR,FT
86227,ULO,C733402,BTW,OCT,PT
86228,ESO,T998772,ATW,FEB,PT
86229,DHU,C742824,ATW,DEC,PT
86230,AHS,P114622,BTW,OCT,PT
86231,ESX,I454059,ATW,SEP,PT
86232,QCU,W121670,BTW,APR,FT
86233,AHS,Z931745,BTW,MAY,FT
86234,ESX,U949605,BTW,FEB,PT
86235,DHU,V660994,BTW,MAR,PT
86236,AHS,C454119,ATW,DEC,FT
86237,CLD,W185804,ADM,JUN,PT
86238,YTE,L817346,BTW,MAY,FT
86239,AOO,R894341,BTW,APR,FT
86240,DOI,L611615,BTW,SEP,PT
86241,CLD,I614588,ATW,OCT,PT
86242,DOI,N504153,ATW,NOV,PT
86243,CLD,Z633942,BTW,JAN,PT
86244,ACJ,P982124,ATW,MAR,PT
86245,ESO,E653348,ADM,JAN,PT
86246,ESO,B524109,ATW,MAR,PT
86247,CLD,A887113,ATW,OCT,PT
86248,DHU,L844933,ADM,MAY,PT
86249,ULO,A852319,BTW,SEP,FT
86250,YTE,E741730,BTW,OCT,FT
86251,AOO,E810388,BTW,AUG,FT
86252,NLG,R000300,BTW,SEP,PT
86253,YTE,B560149,ATW,APR,PT
86254,ACJ,Y667273,BTW,MAR,PT
86255,GDP,J872812,BTW,JUN,PT
86256,QCU,S402248,ATW,SEP,FT
86257,CLD,T468142,ATW,FEB,PT
86258,YTE,M216927,ATW,MAR,PT
86259,ULO,Y826299,ADM,JUL,PT
86260,AOO,Q560203,BTW,JAN,PT
86261,QCU,C919774,ATW,FEB,FT
86262,YTE,S398672,BTW,AUG,PT
86263,LNX,U692906,BTW,SEP,PT
86264,ESO,J530397,ATW,JAN,FT
86265,ESX,W983263,ATW,FEB,PT
86266,YTE,G005334,ATW,JUL,PT
86267,QCU,J067216,BTW,MAY,PT
86268,ULO,W762063,ADM,APR,PT
86269,DOI,N386286,BTW,JUL,FT
86270,AOO,V839509,BTW,JAN,PT
86271,DHU,G138831,ADM,SEP,FT
86272,CLD,C887951,BTW,SEP,PT
86273,ACJ,A951075,ATW,APR,PT
86274,ACJ,P743659,BTW,NOV,PT
86275,ULO,X525271,ATW,AUG,PT
86276,DHU,J447520,BTW,APR,PT
86277,YTE,H458262,BTW,MAR,PT
86278,CLD,A902848,BTW,FEB,PT
86279,LNX,S211216,BTW,APR,FT
86280,ULO,L104597,BTW,NOV,PT
86281,NLG,T143234,BTW,DEC,PT
86282,BJZ,U303117,ATW,DEC,PT
86283,DOI,O868909,BTW,MAY,PT
86284,QCU,L654315,ADM,OCT,PT
86285,AHS,Q795447,BTW,NOV,PT
86286,ESX,A059118,BTW,JUN,PT
86287,ESX,R996840,BTW,SEP,PT
86288,ESO,Y025770,ATW,MAY,FT
86289,BJZ,J722866,BTW,JUL,PT
86290,QCU,X050893,ATW,MAY,PT
86291,ESO,L142238,BTW,NOV,PT
86292,ESX,C264343,ATW,FEB,FT
86293,AHS,X643129,BTW,DEC,PT
86294,ACJ,R906427,ATW,MAY,PT
86295,AOO,R623883,ATW,AUG,FT
86296,ESX,F094335,BTW,JUL,PT
86297,BJZ,E645857,ATW,AUG,PT
86298,ESO,L278876,BTW,MAR,PT
86299,ULO,U544413,ADM,OCT,FT
86300,ESO,H772754,ATW,AUG,PT
86301,QCU,X813386,BTW,JAN,FT
86302,ULO,P125095,ATW,JUN,PT
86303,ESO,Y964293,ATW,DEC,PT
86304,NLG,Z187416,ATW,MAY,FT
86305,OZG,I009544,ATW,FEB,FT
86306,DOI,L663965,BTW,FEB,PT
86307,ESX,J997134,ADM,NOV,PT
86308,AOO,W123970,ATW,APR,PT
86309,GDP,I582529,BTW,APR,PT
86310,LNX,Q053284,BTW,NOV,FT
86311,AOO,D030569,BTW,MAR,FT
86312,OZG,E801346,ATW,JAN,PT
86313,LNX,D947480,ATW,AUG,PT
86314,ULO,L286575,ATW,AUG,PT
86315,ESO,J842415,ATW,DEC,PT
86316,ESO,U887399,ATW,NOV,PT
86317,DHU,Q547034,ADM,JUL,PT
86318,OZG,D923018,BTW,JUN,PT
86319,AOO,N263835,ATW,AUG,PT
86320,DHU,U169952,BTW,JAN,FT
86321,ESO,D183538,BTW,SEP,FT
86322,BJZ,U823310,ADM,SEP,PT
86323,OZG,L645606,BTW,DEC,PT
86324,ACJ,H037629,BTW,SEP,PT
86325,NLG,K127761,ATW,MAY,FT
86326,ULO,O107750,BTW,DEC,FT
86327,NLG,L666265,ATW,SEP,PT
86328,DOI,C730441,BTW,MAR,FT
86329,YTE,I152821,ATW,DEC,PT
86330,ESO,Y913773,BTW,MAY,PT
86331,DHU,H042163,ATW,MAR,PT
86332,NLG,H789816,BTW,SEP,PT
86333,ESX,C360493,BTW,JUL,FT
86334,ULO,F597135,BTW,MAY,PT
86335,DHU,E531556,BTW,DEC,PT
86336,YTE,X336870,ATW,JUN,FT
86337,QCU,J085774,ADM,APR,PT
86338,ACJ,Y910973,BTW,FEB,PT
86339,AHS,B943578,BTW,DEC,PT
86340,ACJ,V062193,ATW,OCT,PT
86341,CLD,O178396,BTW,JAN,FT
86342,OZG,J279347,BTW,AUG,FT
86343,OZG,E268504,BTW,MAY,FT
86344,ULO,U156607,BTW,APR,PT
86345,DOI,G170083,BTW,APR,PT
86346,CLD,Z382480,ATW,MAY,PT
86347,BJZ,B678683,ATW,SEP,PT
86348,DHU,N496069,ATW,SEP,PT
86349,NLG,U042472,BTW,AUG,FT
86350,AOO,S910241,ATW,MAR,PT
86351,NLG,D915393,BTW,FEB,FT
86352,BJZ,E378601,BTW,MAR,FT
86353,GDP,H610054,ATW,MAY,PT
86354,ACJ,R509887,ADM,NOV,FT
86355,LNX,J074026,ADM,JUL,PT
86356,YTE,R718576,ATW,OCT,PT
86357,DOI,Q746991,BTW,MAR,FT
86358,BJZ,P841400,ADM,JUN,PT
86359,AOO,Q847806,BTW,JUN,FT
86360,NLG,D473969,ADM,AUG,PT
86361,YTE,T492559,ATW,AUG,PT
86362,LNX,A620872,ADM,APR,PT
86363,NLG,C527105,ADM,FEB,PT
86364,BJZ,Q071024,ATW,NOV,PT
86365,QCU,I735114,ATW,JAN,PT
86366,OZG,N583471,BTW,OCT,FT
86367,ULO,D871483,ATW,MAR,PT
86368,AHS,C327849,BTW,APR,FT
86369,ULO,U398757,BTW,JUL,FT
86370,QCU,S450250,BTW,JUL,PT
86371,QCU,X436228,ADM,OCT,PT
86372,YTE,H960914,ATW,APR,PT
86373,QCU,O880305,ATW,NOV,PT
86374,CLD,V401031,BTW,OCT,PT
86375,BJZ,Q268242,BTW,FEB,FT
86376,ACJ,V066309,BTW,APR,FT
86377,OZG,P863692,ATW,MAY,PT
86378,ULO,L776900,ADM,JUN,PT
86379,YTE,Y843975,BTW,SEP,FT
86380,AHS,V141250,ATW,JAN,PT
86381,OZG,O034277,ATW,NOV,FT
86382,YTE,X907634,ATW,JUN,PT
86383,ESO,V543910,ADM,JUN,PT
86384,ESX,R750369,ADM,OCT,PT
86385,LNX,B983423,ATW,AUG,FT
86386,OZG,H406185,BTW,AUG,FT
86387,DOI,B057785,ATW,JUN,PT
86388,AHS,H860916,ATW,JUL,FT
86389,BJZ,F205376,ATW,AUG,FT
86390,DOI,E387040,ADM,AUG,PT
86391,YTE,L929941,ATW,APR,PT
86392,YTE,A001527,ATW,SEP,FT
86393,DOI,E064447,BTW,JUN,FT
86394,OZG,V534290,ATW,SEP,PT
86395,DHU,G708394,BTW,AUG,PT
86396,NLG,P823013,BTW,DEC,PT
86397,OZG,L576064,ATW,JAN,PT
86398,AOO,M124439,BTW,OCT,PT
86399,NLG,G915780,ATW,NOV,PT
86400,BJZ,M451615,BTW,OCT,FT
86401,AOO,T333342,ATW,JUN,PT
86402,GDP,L412395,BTW,JUN,PT
86403,ACJ,A376012,ATW,DEC,PT
86404,ESO,R939915,BTW,MAR,PT
86405,LNX,M813001,ATW,DEC,PT
86406,ACJ,A248423,ATW,MAR,PT
86407,ESX,L194007,ATW,JUL,FT
86408,ACJ,T372307,ATW,AUG,PT
86409,ULO,V654111,ATW,NOV,FT
86410,CLD,Z071750,ATW,JUL,PT
86411,ESO,E099532,BTW,MAR,PT
86412,GDP,J827040,BTW,JUN,PT
86413,NLG,W915800,ATW,JUN,PT
86414,GDP,V110010,BTW,JUN,PT
86415,GDP,N983780,ATW,APR,PT
86416,YTE,A329066,BTW,JAN,FT
86417,ESX,I903914,ATW,MAY,PT
86418,QCU,K529770,BTW,FEB,PT
86419,AOO,T940273,ATW,OCT,PT
86420,AHS,K417019,BTW,MAY,PT
86421,AHS,U714059,ATW,SEP,PT
86422,YTE,A193316,BTW,OCT,FT
86423,LNX,B848282,BTW,JUN,PT
86424,DHU,P389844,BTW,DEC,PT
86425,AHS,I732022,ADM,FEB,FT
86426,AOO,S136826,BTW,APR,PT
86427,DOI,R097576,BTW,NOV,PT
86428,AOO,Y019512,BTW,DEC,PT
86429,AHS,Y681455,ADM,MAR,FT
86430,GDP,N015200,ATW,SEP,FT
86431,QCU,Q798032,ATW,APR,PT
86432,OZG,L511564,BTW,DEC,FT
86433,GDP,J814170,ATW,APR,PT
86434,DHU,M043997,ATW,MAR,PT
86435,CLD,T491542,ATW,JAN,PT
86436,DOI,I288656,BTW,OCT,PT
86437,LNX,F900275,BTW,JUN,PT
86438,ULO,V410783,ADM,AUG,FT
86439,OZG,H508494,BTW,MAR,PT
86440,NLG,W248300,ADM,JUL,PT
86441,AOO,A011187,ATW,DEC,PT
86442,AHS,F981680,ATW,OCT,FT
86443,GDP,B201210,BTW,AUG,PT
86444,ULO,N212083,BTW,AUG,PT
86445,AOO,T405371,BTW,MAR,FT
86446,QCU,J311190,BTW,JAN,PT
86447,ESO,C442786,BTW,FEB,PT
86448,DOI,I348611,BTW,AUG,FT
86449,DOI,G358730,ATW,SEP,PT
86450,AOO,E846855,ATW,OCT,PT
86451,ACJ,U416911,BTW,SEP,PT
86452,NLG,W250663,ATW,AUG,PT
86453,ESX,X458292,ATW,MAY,PT
86454,ACJ,T058183,ATW,MAR,FT
86455,OZG,W737043,ATW,MAR,FT
86456,ULO,U639471,BTW,JUN,PT
86457,ACJ,K558861,ATW,DEC,PT
86458,OZG,S755892,BTW,APR,PT
86459,ESO,V792072,BTW,MAR,PT
86460,ULO,X079004,BTW,DEC,PT
86461,GDP,P103040,ATW,MAR,FT
86462,QCU,I973779,BTW,NOV,PT
86463,ESO,W113501,ATW,JUN,PT
86464,AHS,B042893,ATW,MAY,PT
86465,QCU,Q675650,BTW,AUG,PT
86466,DOI,G677201,ADM,MAY,PT
86467,CLD,U247015,BTW,APR,FT
86468,NLG,G305895,ADM,JUL,PT
86469,BJZ,H234379,ADM,JAN,PT
86470,DHU,I413072,ADM,FEB,PT
86471,ACJ,T273152,ATW,OCT,PT
86472,AHS,B947142,BTW,APR,FT
86473,BJZ,I780696,ATW,APR,FT
86474,LNX,T223474,ATW,JUL,PT
86475,ESO,E459919,ATW,AUG,PT
86476,BJZ,I577759,ADM,JUL,PT
86477,QCU,Y011446,BTW,DEC,FT
86478,YTE,M461610,ATW,APR,PT
86479,ACJ,Q762246,BTW,JUN,PT
86480,YTE,B229794,ADM,FEB,FT
86481,GDP,T794008,ATW,JUN,PT
86482,ACJ,Z782657,ADM,OCT,PT
86483,NLG,P612029,ATW,JAN,PT
86484,BJZ,P289401,ATW,DEC,PT
86485,LNX,F292016,BTW,OCT,PT
86486,BJZ,O351729,BTW,NOV,PT
86487,AOO,E816248,ATW,OCT,PT
86488,OZG,Z202120,ATW,NOV,PT
86489,ESO,R761369,ATW,JAN,PT
86490,OZG,K989627,ATW,MAR,FT
86491,BJZ,I171750,ATW,MAY,PT
86492,ULO,S386229,BTW,JUN,FT
86493,ACJ,M076072,ATW,FEB,FT
86494,ESX,E019953,ATW,APR,PT
86495,ACJ,O333436,BTW,APR,FT
86496,GDP,K799702,ADM,AUG,PT
86497,ESO,X190279,BTW,JAN,PT
86498,AHS,A064696,ATW,MAY,PT
86499,DOI,K833555,ADM,JAN,PT
86500,ACJ,X701827,ATW,FEB,PT
86501,CLD,V768128,ATW,AUG,PT
86502,AHS,P278948,BTW,DEC,PT
86503,OZG,K004690,ATW,OCT,PT
86504,ULO,P572662,BTW,SEP,PT
86505,GDP,T830430,ATW,AUG,PT
86506,LNX,C368113,BTW,AUG,PT
86507,CLD,I702048,ATW,NOV,FT
86508,QCU,X509181,BTW,JAN,FT
86509,ACJ,W675973,ADM,FEB,PT
86510,ACJ,T078564,ATW,JAN,PT
86511,DHU,H906996,BTW,SEP,PT
86512,NLG,Y401094,ATW,APR,PT
86513,LNX,B427427,ATW,JUN,PT
86514,AOO,F798812,ATW,AUG,PT
86515,AOO,P661586,ATW,DEC,FT
86516,YTE,Z712695,ATW,JUN,PT
86517,AOO,N516827,BTW,JUN,FT
86518,NLG,M924909,ATW,AUG,FT
86519,DOI,J027898,ADM,OCT,FT
86520,DHU,U138180,ATW,APR,FT
86521,ACJ,M749038,BTW,SEP,PT
86522,ESO,H198866,BTW,AUG,FT
86523,CLD,R560544,ADM,JAN,PT
86524,DOI,S101336,ATW,APR,FT
86525,BJZ,B581168,ADM,JUN,PT
86526,ESO,R009102,ADM,DEC,FT
86527,YTE,H772166,BTW,DEC,PT
86528,DHU,M085707,BTW,JUN,FT
86529,NLG,L985976,BTW,NOV,PT
86530,ESX,T474206,BTW,OCT,PT
86531,GDP,Z980865,BTW,MAY,FT
86532,LNX,U379437,BTW,JUL,PT
86533,LNX,X107291,ATW,JUN,PT
86534,BJZ,O862507,ATW,MAY,PT
86535,CLD,I152372,ATW,JUN,PT
86536,ULO,V681356,BTW,APR,PT
86537,QCU,Q797490,BTW,OCT,PT
86538,NLG,V358047,BTW,MAR,PT
86539,BJZ,J686524,ADM,FEB,PT
86540,GDP,U272498,BTW,JAN,PT
86541,DHU,Z749124,BTW,SEP,FT
86542,ACJ,M947205,ATW,DEC,FT
86543,GDP,E144327,ATW,DEC,PT
86544,DHU,Y464526,ADM,JUN,FT
86545,ESX,J325592,ATW,MAY,FT
86546,LNX,Z862594,ATW,SEP,PT
86547,CLD,P757747,ATW,FEB,FT
86548,ESX,Q703954,ATW,MAY,PT
86549,ACJ,T407925,BTW,JAN,FT
86550,AOO,C117163,BTW,FEB,FT
86551,BJZ,O992488,BTW,JUL,PT
86552,GDP,E004113,BTW,OCT,PT
86553,YTE,I703260,ADM,NOV,PT
86554,CLD,Y052081,ATW,AUG,PT
86555,DOI,I073619,BTW,DEC,PT
86556,ACJ,Y323956,ATW,JUL,PT
86557,YTE,P931272,ATW,JAN,PT
86558,AHS,H371706,ATW,SEP,PT
86559,QCU,R406875,ATW,FEB,PT
86560,OZG,N811363,BTW,JAN,PT
86561,ULO,Y165901,ATW,SEP,PT
86562,ULO,C336169,BTW,NOV,PT
86563,ULO,M186058,ADM,SEP,PT
86564,CLD,F419957,BTW,JUN,PT
86565,LNX,P832831,ATW,SEP,PT
86566,ESX,U263295,BTW,JUL,PT
86567,BJZ,Z828402,ADM,NOV,PT
86568,NLG,C535006,ATW,MAR,FT
86569,OZG,F863032,ATW,AUG,PT
86570,AOO,Q029992,ATW,JUN,PT
86571,NLG,M652948,ATW,MAR,FT
86572,OZG,H982396,BTW,JUN,FT
86573,ESX,Q548067,ADM,JAN,PT
86574,NLG,G794872,ADM,MAY,PT
86575,ESX,J410949,ATW,AUG,FT
86576,AHS,Y597485,ATW,OCT,PT
86577,DOI,B133314,ATW,JAN,PT
86578,ESX,T206876,BTW,SEP,FT
86579,AHS,H369097,ADM,OCT,FT
86580,AOO,J357191,BTW,JUN,PT
86581,NLG,M490523,ATW,MAY,PT
86582,CLD,L638388,ATW,JAN,PT
86583,BJZ,L017016,BTW,JUN,PT
86584,DHU,L361181,BTW,OCT,FT
86585,NLG,B600394,BTW,OCT,PT
86586,ESX,G424911,ATW,MAY,FT
86587,NLG,U623948,ATW,AUG,PT
86588,YTE,Z213030,BTW,JUL,PT
86589,DHU,T665442,ATW,OCT,PT
86590,GDP,N761079,ATW,OCT,PT
86591,DOI,V617293,ATW,APR,PT
86592,DOI,J561674,BTW,FEB,FT
86593,DOI,N021800,ADM,MAR,PT
86594,LNX,X089893,ADM,JUL,PT
86595,LNX,G695150,ADM,APR,FT
86596,DHU,G894637,ATW,APR,PT
86597,ACJ,O198309,BTW,MAY,PT
86598,ULO,L336859,ATW,MAY,FT
86599,LNX,K045498,ADM,DEC,PT
86600,LNX,O414162,ATW,DEC,PT
86601,GDP,Y101723,ATW,FEB,PT
86602,AOO,P274944,ADM,SEP,FT
86603,GDP,K934299,ATW,NOV,FT
86604,GDP,K447757,ATW,JAN,PT
86605,ESO,M688899,BTW,MAR,FT
86606,ESX,O177391,ATW,SEP,PT
86607,ESX,X295267,ATW,JUL,PT
86608,ESX,L710053,BTW,DEC,PT
86609,DHU,L269419,ATW,JAN,PT
86610,GDP,R013582,BTW,FEB,FT
86611,BJZ,E084747,BTW,NOV,FT
86612,LNX,L570979,ADM,JAN,FT
86613,ACJ,K518712,BTW,FEB,PT
86614,OZG,A937814,ATW,AUG,PT
86615,DHU,X685826,BTW,JUN,PT
86616,YTE,U986952,BTW,NOV,PT
86617,NLG,J525686,BTW,JAN,FT
86618,ESX,W359237,ATW,DEC,PT
86619,BJZ,O407489,ADM,JAN,PT
86620,LNX,M688094,BTW,MAY,FT
86621,AHS,U590228,BTW,MAY,PT
86622,DOI,Z084509,BTW,MAY,PT
86623,DHU,P943833,ATW,DEC,PT
86624,LNX,Z758209,ATW,APR,FT
86625,DHU,D282213,ATW,DEC,PT
86626,ESX,M447863,ATW,FEB,FT
86627,ESX,Q275489,ATW,OCT,FT
86628,NLG,R510806,ATW,APR,PT
86629,QCU,A420556,BTW,OCT,PT
86630,YTE,O690496,ADM,NOV,FT
86631,QCU,C123177,ATW,SEP,PT
86632,GDP,C560462,BTW,DEC,PT
86633,ULO,B409245,BTW,MAR,FT
86634,AOO,X128346,BTW,SEP,FT
86635,DOI,B374132,ATW,SEP,FT
86636,AHS,E400737,ATW,JUN,PT
86637,BJZ,S064701,BTW,FEB,FT
86638,BJZ,U808680,ATW,FEB,PT
86639,LNX,D699552,ATW,SEP,PT
86640,ESO,S537886,ADM,NOV,PT
86641,ULO,X201476,ATW,JUL,PT
86642,LNX,O887268,BTW,AUG,PT
86643,ACJ,L965076,ATW,JUN,FT
86644,QCU,C201518,BTW,FEB,PT
86645,ULO,B204454,ADM,MAR,PT
86646,YTE,P087971,ATW,OCT,PT
86647,CLD,F346391,BTW,MAR,PT
86648,ULO,W598480,BTW,OCT,PT
86649,NLG,J469539,BTW,NOV,PT
86650,CLD,O825260,ATW,MAR,PT
86651,CLD,N824552,ATW,FEB,FT
86652,DHU,Y819707,ATW,NOV,PT
86653,YTE,J765295,BTW,MAY,PT
86654,NLG,K555008,ATW,APR,FT
86655,ULO,C954440,BTW,MAR,FT
86656,LNX,D278161,ATW,NOV,FT
86657,QCU,U945307,BTW,DEC,FT
86658,YTE,T642738,ATW,DEC,FT
86659,GDP,Y544926,BTW,MAY,PT
86660,OZG,E165996,ATW,OCT,PT
86661,DHU,K256207,ADM,MAR,PT
86662,ESX,C931203,ATW,APR,PT
86663,QCU,X956283,ADM,DEC,PT
86664,ACJ,Y062689,ADM,OCT,FT
86665,ESO,K380404,ADM,DEC,FT
86666,DOI,N116141,BTW,MAY,PT
86667,NLG,L548105,BTW,MAY,FT
86668,DHU,E434920,ATW,MAR,FT
86669,OZG,O699100,ATW,OCT,FT
86670,GDP,S263169,BTW,APR,PT
86671,ESX,I901772,ADM,NOV,PT
86672,GDP,D141679,ATW,MAR,FT
86673,NLG,P655772,BTW,DEC,PT
86674,ESO,L431395,BTW,JAN,PT
86675,ESO,P447121,BTW,MAY,PT
86676,AHS,W680819,ATW,SEP,PT
86677,GDP,G593360,BTW,AUG,PT
86678,OZG,P089687,ATW,MAR,PT
86679,DHU,R964793,ATW,OCT,PT
86680,QCU,P649519,ADM,MAY,PT
86681,ACJ,L425150,ADM,DEC,PT
86682,OZG,Y142829,BTW,MAR,PT
86683,GDP,B488415,ADM,JUL,PT
86684,ULO,Q057479,ADM,OCT,FT
86685,AOO,I900832,BTW,JUN,PT
86686,DOI,E301497,ATW,AUG,FT
86687,ULO,S687757,ATW,JAN,PT
86688,ULO,B487325,ATW,JUL,FT
86689,DOI,J906900,BTW,NOV,FT
86690,ESO,H299378,ATW,OCT,PT
86691,GDP,G274820,BTW,NOV,PT
86692,ESO,M941307,ATW,MAR,PT
86693,ESO,F839221,ATW,MAY,PT
86694,LNX,J879903,BTW,JAN,PT
86695,NLG,G975289,ATW,APR,PT
86696,LNX,J803985,BTW,JAN,PT
86697,NLG,C213614,BTW,JUN,FT
86698,ACJ,V915431,BTW,OCT,FT
86699,ESX,E377066,BTW,FEB,FT
86700,AHS,X843021,ATW,NOV,FT
86701,DOI,B828029,ATW,OCT,PT
86702,ULO,U783442,BTW,DEC,FT
86703,ULO,J965893,BTW,JUN,PT
86704,BJZ,F133080,BTW,OCT,FT
86705,GDP,P453929,ATW,SEP,PT
86706,DOI,E798319,ATW,MAY,PT
86707,ESX,F375083,ATW,APR,PT
86708,NLG,M983470,BTW,AUG,PT
86709,LNX,Z776401,ATW,DEC,FT
86710,AHS,M135233,ATW,FEB,FT
86711,YTE,R944235,ATW,AUG,PT
86712,CLD,P037137,BTW,OCT,PT
86713,QCU,N771439,ATW,JAN,PT
86714,ESX,N215311,ADM,MAR,PT
86715,AHS,V372439,ADM,AUG,PT
86716,ACJ,R311125,ATW,JAN,PT
86717,DHU,S626062,ATW,SEP,FT
86718,YTE,P568227,BTW,JUN,FT
86719,AOO,N714358,BTW,JAN,PT
86720,ULO,C763392,BTW,MAR,FT
86721,ULO,L052832,ADM,MAR,PT
86722,AOO,R206185,ATW,APR,FT
86723,OZG,V476431,BTW,APR,PT
86724,AHS,B360491,ATW,JUN,PT
86725,LNX,O131560,BTW,APR,FT
86726,OZG,Z697029,ATW,JUL,PT
86727,ESO,U933185,ATW,NOV,PT
86728,ACJ,Z442718,BTW,JAN,FT
86729,ACJ,A777040,BTW,SEP,PT
86730,YTE,R225717,ATW,MAR,PT
86731,QCU,L779852,ATW,JUL,PT
86732,DOI,Z689320,BTW,APR,PT
86733,LNX,V568954,ATW,APR,FT
86734,ACJ,B142700,ATW,DEC,PT
86735,ESO,C274708,ATW,MAR,PT
86736,DOI,X947998,ATW,MAY,PT
86737,LNX,B455142,ATW,DEC,PT
86738,LNX,J560483,ATW,SEP,PT
86739,QCU,Q136095,BTW,MAR,PT
86740,YTE,G836118,BTW,DEC,FT
86741,ACJ,H774017,BTW,APR,PT
86742,OZG,W868807,BTW,JAN,FT
86743,QCU,M067991,BTW,JAN,PT
86744,QCU,K494511,BTW,APR,FT
86745,CLD,V121197,ADM,APR,PT
86746,QCU,U458080,BTW,JUN,PT
86747,ACJ,C596124,BTW,JAN,PT
86748,ULO,C152776,BTW,AUG,FT
86749,AHS,C633965,ATW,DEC,PT
86750,OZG,Q990207,ADM,JUN,PT
86751,NLG,F870328,BTW,JAN,PT
86752,DHU,Z745867,BTW,MAR,PT
86753,ESX,L137228,ATW,JAN,FT
86754,AHS,R482122,BTW,JUL,PT
86755,ULO,A565588,BTW,DEC,PT
86756,DHU,C246725,ATW,SEP,PT
86757,AOO,D382332,ATW,DEC,FT
86758,CLD,H152595,ATW,DEC,PT
86759,GDP,K965772,ATW,NOV,PT
86760,DHU,B070743,ATW,FEB,PT
86761,ACJ,M834805,BTW,OCT,FT
86762,BJZ,Y057982,ATW,MAY,FT
86763,AOO,O972493,BTW,JUN,PT
86764,ESO,X402949,ADM,APR,PT
86765,DHU,N778552,ADM,SEP,PT
86766,DOI,H391883,ADM,SEP,FT
86767,OZG,H770384,BTW,OCT,PT
86768,NLG,D563738,BTW,JUL,PT
